Messungen Bohrung 12H7;;;;;;;;
Bezeichnung:;;;;;;;;
0101;;;> Ebene 1 Bohrung 1;;;;;
0102;;;> Ebene 1 Bohrung 2;;;;;
0201;;;> Ebene 2 Bohrung 1;;;;;
;;;;;;;;
;;;;;;;;
Bezeichnung Bohrung;Ebene;Bohrung;Messwert Innenmessschraube;Messwert Messtaster;Klassifizierung nach Messchraube;Klassifizierung nach Messtaster;Klassifizierung nach Grenzlehrdorn;
2148;21;48;12,018;12,026;i.O.;n.i.O.;i.O.;
2149;21;49;12,018;12,028;i.O.;n.i.O.;i.O.;
2150;21;50;12,02;12,033;n.i.O.;n.i.O.;i.O.;
2151;21;51;12,021;12,031;n.i.O.;n.i.O.;i.O.;
2152;21;52;12,021;12,034;n.i.O.;n.i.O.;i.O.;
2153;21;53;12,017;12,029;i.O.;n.i.O.;i.O.;
2154;21;54;12,026;12,046;n.i.O.;n.i.O.;n.i.O.;
2155;21;55;12,021;12,035;n.i.O.;n.i.O.;i.O.;
2156;21;56;12,025;12,031;n.i.O.;n.i.O.;n.i.O.;
2157;21;57;12,016;12,024;i.O.;n.i.O.;i.O.;
2158;21;58;12,022;12,037;n.i.O.;n.i.O.;i.O.;
2159;21;59;12,018;12,025;i.O.;n.i.O.;i.O.;
2160;21;60;12,022;12,037;n.i.O.;n.i.O.;i.O.;
2161;21;61;12,02;12,029;n.i.O.;n.i.O.;i.O.;
2162;21;62;12,021;12,026;n.i.O.;n.i.O.;i.O.;
2163;21;63;12,023;12,031;n.i.O.;n.i.O.;n.i.O.;
2164;21;64;12,022;12,035;n.i.O.;n.i.O.;n.i.O.;
2165;21;65;12,023;12,034;n.i.O.;n.i.O.;i.O.;
2166;21;66;12,018;12,034;i.O.;n.i.O.;i.O.;
2167;21;67;12,018;12,036;i.O.;n.i.O.;i.O.;
2168;21;68;12,021;12,033;n.i.O.;n.i.O.;i.O.;
2169;21;69;12,019;12,033;n.i.O.;n.i.O.;i.O.;
2170;21;70;12,019;12,033;n.i.O.;n.i.O.;i.O.;
2171;21;71;12,021;12,028;n.i.O.;n.i.O.;i.O.;
2172;21;72;12,027;12,035;n.i.O.;n.i.O.;n.i.O.;
2173;21;73;12,021;12,035;n.i.O.;n.i.O.;i.O.;
2174;21;74;12,02;12,031;n.i.O.;n.i.O.;i.O.;
2175;21;75;12,017;12,028;i.O.;n.i.O.;i.O.;
2176;21;76;12,018;12,026;i.O.;n.i.O.;i.O.;
2177;21;77;12,021;12,03;n.i.O.;n.i.O.;i.O.;
2178;21;78;12,024;12,042;n.i.O.;n.i.O.;i.O.;
2179;21;79;12,026;12,041;n.i.O.;n.i.O.;i.O.;
2180;21;80;12,026;12,04;n.i.O.;n.i.O.;n.i.O.;
2181;21;81;12,02;12,032;n.i.O.;n.i.O.;i.O.;
2201;22;1;12,012;12,023;i.O.;n.i.O.;i.O.;"1x Vc;3x f"
2202;22;2;12,011;12,014;i.O.;i.O.;i.O.;
2203;22;3;12,01;12,015;i.O.;i.O.;i.O.;
2204;22;4;12,009;12,018;i.O.;i.O.;i.O.;
2205;22;5;12,009;12,017;i.O.;i.O.;i.O.;
2206;22;6;12,008;12,014;i.O.;i.O.;i.O.;
2207;22;7;12,009;12,013;i.O.;i.O.;i.O.;
2208;22;8;12,008;12,012;i.O.;i.O.;i.O.;
2209;22;9;12,009;12,015;i.O.;i.O.;i.O.;
2210;22;10;12,012;12,025;i.O.;n.i.O.;i.O.;
2211;22;11;12,007;12,012;i.O.;i.O.;i.O.;
2212;22;12;12,01;12,018;i.O.;i.O.;i.O.;
2213;22;13;12,011;12,017;i.O.;i.O.;i.O.;
2214;22;14;12,009;12,017;i.O.;i.O.;i.O.;
2215;22;15;12,009;12,018;i.O.;i.O.;i.O.;
2216;22;16;12,01;12,016;i.O.;i.O.;i.O.;
2217;22;17;12,01;12,015;i.O.;i.O.;i.O.;
2218;22;18;12,011;12,013;i.O.;i.O.;i.O.;
2219;22;19;12,009;12,013;i.O.;i.O.;i.O.;
2220;22;20;12,008;12,015;i.O.;i.O.;i.O.;
2221;22;21;12,008;12,014;i.O.;i.O.;i.O.;
2222;22;22;12,011;12,017;i.O.;i.O.;i.O.;
2223;22;23;12,01;12,016;i.O.;i.O.;i.O.;
2224;22;24;12,01;12,018;i.O.;i.O.;i.O.;
2225;22;25;12,008;12,015;i.O.;i.O.;i.O.;
2226;22;26;12,008;12,01;i.O.;i.O.;i.O.;
2227;22;27;12,009;12,013;i.O.;i.O.;i.O.;
2228;22;28;12,01;12,018;i.O.;i.O.;i.O.;
2229;22;29;12,01;12,018;i.O.;i.O.;i.O.;
2230;22;30;12,01;12,02;i.O.;n.i.O.;i.O.;
2231;22;31;12,011;12,015;i.O.;i.O.;i.O.;
2232;22;32;12,01;12,012;i.O.;i.O.;i.O.;
2233;22;33;12,011;12,017;i.O.;i.O.;i.O.;
2234;22;34;12,009;12,017;i.O.;i.O.;i.O.;
2235;22;35;12,009;12,013;i.O.;i.O.;i.O.;
2236;22;36;12,011;12,017;i.O.;i.O.;i.O.;
2237;22;37;12,008;12,016;i.O.;i.O.;i.O.;
2238;22;38;12,011;12,016;i.O.;i.O.;i.O.;
2239;22;39;12,01;12,016;i.O.;i.O.;i.O.;
2240;22;40;12,012;12,019;i.O.;n.i.O.;i.O.;
2241;22;41;12,011;12,022;i.O.;n.i.O.;i.O.;
2242;22;42;12,009;12,014;i.O.;i.O.;i.O.;
2243;22;43;12,01;12,017;i.O.;i.O.;i.O.;
2244;22;44;12,01;12,016;i.O.;i.O.;i.O.;
2245;22;45;12,01;12,016;i.O.;i.O.;i.O.;
2246;22;46;12,012;12,017;i.O.;i.O.;i.O.;
2247;22;47;12,01;12,013;i.O.;i.O.;i.O.;
2248;22;48;12,01;12,016;i.O.;i.O.;i.O.;
2249;22;49;12,011;12,018;i.O.;i.O.;i.O.;
2250;22;50;12,01;12,013;i.O.;i.O.;i.O.;
2251;22;51;12,011;12,015;i.O.;i.O.;i.O.;
2252;22;52;12,008;12,017;i.O.;i.O.;i.O.;
2253;22;53;12,009;12,01;i.O.;i.O.;i.O.;
2254;22;54;12,01;12,015;i.O.;i.O.;i.O.;
2255;22;55;12,011;12,017;i.O.;i.O.;i.O.;
2256;22;56;12,01;12,02;i.O.;n.i.O.;i.O.;
2257;22;57;12,011;12,02;i.O.;n.i.O.;i.O.;
2258;22;58;12,012;12,021;i.O.;n.i.O.;i.O.;
2259;22;59;12,01;12,014;i.O.;i.O.;i.O.;
2260;22;60;12,01;12,014;i.O.;i.O.;i.O.;
2261;22;61;12,01;12,017;i.O.;i.O.;i.O.;
2262;22;62;12,012;12,019;i.O.;n.i.O.;i.O.;
2263;22;63;12,01;12,013;i.O.;i.O.;i.O.;
2264;22;64;12,009;12,017;i.O.;i.O.;i.O.;
2265;22;65;12,011;12,018;i.O.;i.O.;i.O.;
2266;22;66;12,009;12,012;i.O.;i.O.;i.O.;
2267;22;67;12,01;12,019;i.O.;n.i.O.;i.O.;
2268;22;68;12,011;12,016;i.O.;i.O.;i.O.;
2269;22;69;12,012;12,015;i.O.;i.O.;i.O.;
2270;22;70;12,012;12,014;i.O.;i.O.;i.O.;
2271;22;71;12,014;12,018;i.O.;i.O.;i.O.;
2272;22;72;12,01;12,016;i.O.;i.O.;i.O.;
2273;22;73;12,009;12,013;i.O.;i.O.;i.O.;
2274;22;74;12,011;12,013;i.O.;i.O.;i.O.;
2275;22;75;12,013;12,012;i.O.;i.O.;i.O.;
2276;22;76;12,01;12,013;i.O.;i.O.;i.O.;
2277;22;77;12,011;12,013;i.O.;i.O.;i.O.;
2278;22;78;12,013;12,016;i.O.;i.O.;i.O.;
2279;22;79;12,011;12,012;i.O.;i.O.;i.O.;
2280;22;80;12,012;12,017;i.O.;i.O.;i.O.;
2281;22;81;12,011;12,014;i.O.;i.O.;i.O.;
2301;23;1;12,016;12,025;i.O.;n.i.O.;i.O.;"3x Vc;1x f"
2302;23;2;12,016;12,023;i.O.;n.i.O.;i.O.;
2303;23;3;12,021;12,024;n.i.O.;n.i.O.;i.O.;
2304;23;4;12,015;12,023;i.O.;n.i.O.;i.O.;
2305;23;5;12,014;12,023;i.O.;n.i.O.;i.O.;
2306;23;6;12,014;12,032;i.O.;n.i.O.;i.O.;
2307;23;7;12,016;12,023;i.O.;n.i.O.;i.O.;
2308;23;8;12,013;12,021;i.O.;n.i.O.;i.O.;
2309;23;9;12,015;12,02;i.O.;n.i.O.;i.O.;
2310;23;10;12,013;12,02;i.O.;n.i.O.;i.O.;
2311;23;11;12,018;12,023;i.O.;n.i.O.;i.O.;
2312;23;12;12,014;12,02;i.O.;n.i.O.;i.O.;
2313;23;13;12,014;12,018;i.O.;i.O.;i.O.;
2314;23;14;12,016;12,022;i.O.;n.i.O.;i.O.;
2315;23;15;12,015;12,02;i.O.;n.i.O.;i.O.;
2316;23;16;12,016;12,03;i.O.;n.i.O.;i.O.;
2317;23;17;12,017;12,023;i.O.;n.i.O.;i.O.;
2318;23;18;12,016;12,03;i.O.;n.i.O.;i.O.;
2319;23;19;12,019;12,032;n.i.O.;n.i.O.;i.O.;
2320;23;20;12,017;12,067;i.O.;n.i.O.;i.O.;
2321;23;21;12,016;12,049;i.O.;n.i.O.;i.O.;
2322;23;22;12,015;12,024;i.O.;n.i.O.;i.O.;
2323;23;23;12,013;12,032;i.O.;n.i.O.;i.O.;
2324;23;24;12,012;12,018;i.O.;i.O.;i.O.;
2325;23;25;12,014;12,025;i.O.;n.i.O.;i.O.;
2326;23;26;12,018;12,024;i.O.;n.i.O.;i.O.;
2327;23;27;12,018;12,022;i.O.;n.i.O.;i.O.;
2328;23;28;12,015;12,022;i.O.;n.i.O.;i.O.;
2329;23;29;12,02;12,03;n.i.O.;n.i.O.;i.O.;
2330;23;30;12,016;12,021;i.O.;n.i.O.;i.O.;
2331;23;31;12,012;12,018;i.O.;i.O.;i.O.;
2332;23;32;12,014;12,038;i.O.;n.i.O.;i.O.;
2333;23;33;12,016;12,022;i.O.;n.i.O.;i.O.;
2334;23;34;12,016;12,022;i.O.;n.i.O.;i.O.;
2335;23;35;12,016;12,042;i.O.;n.i.O.;i.O.;
2336;23;36;12,017;12,027;i.O.;n.i.O.;i.O.;
2337;23;37;12,013;12,021;i.O.;n.i.O.;i.O.;
2338;23;38;12,014;12,022;i.O.;n.i.O.;i.O.;
2339;23;39;12,014;12,02;i.O.;n.i.O.;i.O.;
2340;23;40;12,014;12,025;i.O.;n.i.O.;i.O.;
2341;23;41;12,015;12,019;i.O.;n.i.O.;i.O.;
2342;23;42;12,014;12,021;i.O.;n.i.O.;i.O.;
2343;23;43;12,012;12,036;i.O.;n.i.O.;i.O.;
2344;23;44;12,014;12,023;i.O.;n.i.O.;i.O.;
2345;23;45;12,015;12,045;i.O.;n.i.O.;i.O.;
2346;23;46;12,015;12,021;i.O.;n.i.O.;i.O.;
2347;23;47;12,013;12,021;i.O.;n.i.O.;i.O.;
2348;23;48;12,013;12,02;i.O.;n.i.O.;i.O.;
2349;23;49;12,015;12,022;i.O.;n.i.O.;i.O.;
2350;23;50;12,013;12,02;i.O.;n.i.O.;i.O.;
2351;23;51;12,012;12,025;i.O.;n.i.O.;i.O.;
2352;23;52;12,014;12,018;i.O.;i.O.;i.O.;
2353;23;53;12,015;12,023;i.O.;n.i.O.;i.O.;
2354;23;54;12,013;12,027;i.O.;n.i.O.;i.O.;
2355;23;55;12,022;12,028;n.i.O.;n.i.O.;i.O.;
2356;23;56;12,018;12,028;i.O.;n.i.O.;i.O.;
2357;23;57;12,017;12,023;i.O.;n.i.O.;i.O.;
2358;23;58;12,02;12,028;n.i.O.;n.i.O.;i.O.;
2359;23;59;12,015;12,029;i.O.;n.i.O.;i.O.;
2360;23;60;12,013;12,02;i.O.;n.i.O.;i.O.;
2361;23;61;12,021;12,027;n.i.O.;n.i.O.;i.O.;
2362;23;62;12,015;12,026;i.O.;n.i.O.;i.O.;
2363;23;63;12,015;12,02;i.O.;n.i.O.;i.O.;
2364;23;64;12,019;12,029;n.i.O.;n.i.O.;i.O.;
2365;23;65;12,023;12,025;n.i.O.;n.i.O.;i.O.;
2366;23;66;12,018;12,03;i.O.;n.i.O.;i.O.;
2367;23;67;12,019;12,034;n.i.O.;n.i.O.;i.O.;
2368;23;68;12,018;12,023;i.O.;n.i.O.;i.O.;
2369;23;69;12,02;12,029;n.i.O.;n.i.O.;i.O.;
2370;23;70;12,018;12,025;i.O.;n.i.O.;i.O.;
2371;23;71;12,016;12,027;i.O.;n.i.O.;i.O.;
2372;23;72;12,014;12,018;i.O.;i.O.;i.O.;
2373;23;73;12,022;12,032;n.i.O.;n.i.O.;i.O.;
2374;23;74;12,027;12,038;n.i.O.;n.i.O.;n.i.O.;
2375;23;75;12,027;12,032;n.i.O.;n.i.O.;i.O.;
2376;23;76;12,019;12,025;n.i.O.;n.i.O.;n.i.O.;
2377;23;77;12,022;12,027;n.i.O.;n.i.O.;n.i.O.;
2378;23;78;12,016;12,025;i.O.;n.i.O.;i.O.;
2379;23;79;12,023;12,029;n.i.O.;n.i.O.;n.i.O.;
2380;23;80;12,018;12,025;i.O.;n.i.O.;i.O.;
2381;23;81;12,025;12,03;n.i.O.;n.i.O.;n.i.O.;
2401;24;1;12,022;12,041;n.i.O.;n.i.O.;i.O.;"3x Vc; 2x f"
2402;24;2;12,016;12,026;i.O.;n.i.O.;i.O.;
2403;24;3;12,017;12,027;i.O.;n.i.O.;i.O.;
2404;24;4;12,018;12,025;i.O.;n.i.O.;i.O.;
2405;24;5;12,018;12,037;i.O.;n.i.O.;i.O.;
2406;24;6;12,019;12,033;n.i.O.;n.i.O.;i.O.;
2407;24;7;12,018;12,028;i.O.;n.i.O.;i.O.;
2408;24;8;12,02;12,027;n.i.O.;n.i.O.;n.i.O.;
2409;24;9;12,016;12,026;i.O.;n.i.O.;i.O.;
2410;24;10;12,017;12,025;i.O.;n.i.O.;i.O.;
2411;24;11;12,022;12,036;n.i.O.;n.i.O.;i.O.;
2412;24;12;12,015;12,023;i.O.;n.i.O.;i.O.;
2413;24;13;12,016;12,03;i.O.;n.i.O.;i.O.;
2414;24;14;12,016;12,03;i.O.;n.i.O.;i.O.;
2415;24;15;12,019;12,027;n.i.O.;n.i.O.;i.O.;
2416;24;16;12,016;12,025;i.O.;n.i.O.;i.O.;
2417;24;17;12,017;12,024;i.O.;n.i.O.;i.O.;
2418;24;18;12,019;12,029;n.i.O.;n.i.O.;i.O.;
2419;24;19;12,021;12,033;n.i.O.;n.i.O.;i.O.;
2420;24;20;12,024;12,041;n.i.O.;n.i.O.;i.O.;
2421;24;21;12,021;12,047;n.i.O.;n.i.O.;n.i.O.;
2422;24;22;12,021;12,034;n.i.O.;n.i.O.;n.i.O.;
2423;24;23;12,015;12,023;i.O.;n.i.O.;i.O.;
2424;24;24;12,016;12,027;i.O.;n.i.O.;i.O.;
2425;24;25;12,025;12,035;n.i.O.;n.i.O.;n.i.O.;
2426;24;26;12,019;12,029;n.i.O.;n.i.O.;i.O.;
2427;24;27;12,019;12,029;n.i.O.;n.i.O.;i.O.;
2428;24;28;12,026;12,041;n.i.O.;n.i.O.;n.i.O.;
2429;24;29;12,021;12,038;n.i.O.;n.i.O.;n.i.O.;
2430;24;30;12,019;12,024;n.i.O.;n.i.O.;i.O.;
2431;24;31;12,024;12,034;n.i.O.;n.i.O.;i.O.;
2432;24;32;12,018;12,039;i.O.;n.i.O.;i.O.;
2433;24;33;12,02;12,032;n.i.O.;n.i.O.;n.i.O.;
2434;24;34;12,018;12,028;i.O.;n.i.O.;i.O.;
2435;24;35;12,017;12,027;i.O.;n.i.O.;i.O.;
2436;24;36;12,014;12,021;i.O.;n.i.O.;i.O.;
2437;24;37;12,017;12,026;i.O.;n.i.O.;i.O.;
2438;24;38;12,017;12,035;i.O.;n.i.O.;i.O.;
2439;24;39;12,023;12,036;n.i.O.;n.i.O.;n.i.O.;
2440;24;40;12,016;12,031;i.O.;n.i.O.;i.O.;
2441;24;41;12,026;12,04;n.i.O.;n.i.O.;n.i.O.;
2442;24;42;12,015;12,024;i.O.;n.i.O.;i.O.;
2443;24;43;12,018;12,034;i.O.;n.i.O.;i.O.;
2444;24;44;12,022;12,039;n.i.O.;n.i.O.;n.i.O.;
2445;24;45;12,015;12,023;i.O.;n.i.O.;i.O.;
2446;24;46;12,018;12,028;i.O.;n.i.O.;i.O.;
2447;24;47;12,014;12,023;i.O.;n.i.O.;i.O.;
2448;24;48;12,022;12,033;n.i.O.;n.i.O.;i.O.;
2449;24;49;12,02;12,027;n.i.O.;n.i.O.;n.i.O.;
2450;24;50;12,018;12,04;i.O.;n.i.O.;i.O.;
2451;24;51;12,023;12,041;n.i.O.;n.i.O.;i.O.;
2452;24;52;12,018;12,028;i.O.;n.i.O.;i.O.;
2453;24;53;12,028;12,041;n.i.O.;n.i.O.;n.i.O.;
2454;24;54;12,016;12,024;i.O.;n.i.O.;i.O.;
2455;24;55;12,017;12,032;i.O.;n.i.O.;i.O.;
2456;24;56;12,016;12,027;i.O.;n.i.O.;i.O.;
2457;24;57;12,022;12,032;n.i.O.;n.i.O.;i.O.;
2458;24;58;12,018;12,024;i.O.;n.i.O.;i.O.;
2459;24;59;12,016;12,025;i.O.;n.i.O.;i.O.;
2460;24;60;12,014;12,021;i.O.;n.i.O.;i.O.;
2461;24;61;12,015;12,022;i.O.;n.i.O.;i.O.;
2462;24;62;12,02;12,029;n.i.O.;n.i.O.;i.O.;
2463;24;63;12,019;12,026;n.i.O.;n.i.O.;i.O.;
2464;24;64;12,024;12,039;n.i.O.;n.i.O.;n.i.O.;
2465;24;65;12,019;12,032;n.i.O.;n.i.O.;n.i.O.;
2466;24;66;12,015;12,025;i.O.;n.i.O.;i.O.;
2467;24;67;12,022;12,039;n.i.O.;n.i.O.;i.O.;
2468;24;68;12,026;12,031;n.i.O.;n.i.O.;i.O.;
2469;24;69;12,016;12,031;i.O.;n.i.O.;i.O.;
2470;24;70;12,016;12,026;i.O.;n.i.O.;i.O.;
2471;24;71;12,018;12,025;i.O.;n.i.O.;i.O.;
2472;24;72;12,017;12,024;i.O.;n.i.O.;i.O.;
2473;24;73;12,031;12,046;n.i.O.;n.i.O.;n.i.O.;
2474;24;74;12,015;12,023;i.O.;n.i.O.;i.O.;
2475;24;75;12,016;12,022;i.O.;n.i.O.;i.O.;
2476;24;76;12,016;12,03;i.O.;n.i.O.;i.O.;
2477;24;77;12,023;12,029;n.i.O.;n.i.O.;i.O.;
2478;24;78;12,019;12,031;n.i.O.;n.i.O.;i.O.;
2479;24;79;12,013;12,023;i.O.;n.i.O.;i.O.;
2480;24;80;12,015;12,026;i.O.;n.i.O.;i.O.;
2481;24;81;12,016;12,024;i.O.;n.i.O.;i.O.;
2501;25;1;12,016;12,029;i.O.;n.i.O.;i.O.;"2xVc; 3x f"
2502;25;2;12,014;12,019;i.O.;n.i.O.;i.O.;
2503;25;3;12,013;12,021;i.O.;n.i.O.;i.O.;
2504;25;4;12,014;12,028;i.O.;n.i.O.;i.O.;
2505;25;5;12,013;12,028;i.O.;n.i.O.;i.O.;
2506;25;6;12,015;12,023;i.O.;n.i.O.;i.O.;
2507;25;7;12,012;12,022;i.O.;n.i.O.;i.O.;
2508;25;8;12,013;12,02;i.O.;n.i.O.;i.O.;
2509;25;9;12,014;12,024;i.O.;n.i.O.;i.O.;
2510;25;10;12,013;12,026;i.O.;n.i.O.;i.O.;
2511;25;11;12,011;12,025;i.O.;n.i.O.;i.O.;
2512;25;12;12,012;12,02;i.O.;n.i.O.;i.O.;
2513;25;13;12,01;12,021;i.O.;n.i.O.;i.O.;
2514;25;14;12,013;12,022;i.O.;n.i.O.;i.O.;
2515;25;15;12,013;12,024;i.O.;n.i.O.;i.O.;
2516;25;16;12,013;12,023;i.O.;n.i.O.;i.O.;
2517;25;17;12,011;12,031;i.O.;n.i.O.;i.O.;
2518;25;18;12,012;12,018;i.O.;i.O.;i.O.;
2519;25;19;12,011;12,02;i.O.;n.i.O.;i.O.;
2520;25;20;12,012;12,025;i.O.;n.i.O.;i.O.;
2521;25;21;12,01;12,026;i.O.;n.i.O.;i.O.;
2522;25;22;12,008;12,02;i.O.;n.i.O.;i.O.;
2523;25;23;12,016;12,025;i.O.;n.i.O.;i.O.;
2524;25;24;12,013;12,031;i.O.;n.i.O.;i.O.;
2525;25;25;12,013;12,027;i.O.;n.i.O.;i.O.;
2526;25;26;12,014;12,023;i.O.;n.i.O.;i.O.;
2527;25;27;12,011;12,021;i.O.;n.i.O.;i.O.;
2528;25;28;12,011;12,021;i.O.;n.i.O.;i.O.;
2529;25;29;12,011;12,019;i.O.;n.i.O.;i.O.;
2530;25;30;12,01;12,021;i.O.;n.i.O.;i.O.;
2531;25;31;12,01;12,018;i.O.;i.O.;i.O.;
2532;25;32;12,012;12,033;i.O.;n.i.O.;i.O.;
2533;25;33;12,011;12,021;i.O.;n.i.O.;i.O.;
2534;25;34;12,015;12,029;i.O.;n.i.O.;i.O.;
2535;25;35;12,012;12,034;i.O.;n.i.O.;i.O.;
2536;25;36;12,013;12,027;i.O.;n.i.O.;i.O.;
2537;25;37;12,014;12,025;i.O.;n.i.O.;i.O.;
2538;25;38;12,012;12,019;i.O.;n.i.O.;i.O.;
2539;25;39;12,012;12,03;i.O.;n.i.O.;i.O.;
2540;25;40;12,012;12,024;i.O.;n.i.O.;i.O.;
2541;25;41;12,011;12,022;i.O.;n.i.O.;i.O.;
2542;25;42;12,013;12,02;i.O.;n.i.O.;i.O.;
2543;25;43;12,012;12,024;i.O.;n.i.O.;i.O.;
2544;25;44;12,013;12,02;i.O.;n.i.O.;i.O.;
2545;25;45;12,013;12,023;i.O.;n.i.O.;i.O.;
2546;25;46;12,012;12,022;i.O.;n.i.O.;i.O.;
2547;25;47;12,01;12,016;i.O.;i.O.;i.O.;
2548;25;48;12,011;12,022;i.O.;n.i.O.;i.O.;
2549;25;49;12,009;12,018;i.O.;i.O.;i.O.;
2550;25;50;12,011;12,019;i.O.;n.i.O.;i.O.;
2551;25;51;12,013;12,022;i.O.;n.i.O.;i.O.;
2552;25;52;12,013;12,025;i.O.;n.i.O.;i.O.;
2553;25;53;12,012;12,018;i.O.;i.O.;i.O.;
2554;25;54;12,014;12,022;i.O.;n.i.O.;i.O.;
2555;25;55;12,012;12,024;i.O.;n.i.O.;i.O.;
2556;25;56;12,013;12,022;i.O.;n.i.O.;i.O.;
2557;25;57;12,013;12,019;i.O.;n.i.O.;i.O.;
2558;25;58;12,012;12,032;i.O.;n.i.O.;i.O.;
2559;25;59;12,011;12,02;i.O.;n.i.O.;i.O.;
2560;25;60;12,015;12,031;i.O.;n.i.O.;i.O.;
2561;25;61;12,017;12,029;i.O.;n.i.O.;i.O.;
2562;25;62;12,013;12,026;i.O.;n.i.O.;i.O.;
2563;25;63;12,013;12,023;i.O.;n.i.O.;i.O.;
2564;25;64;12,016;12,029;i.O.;n.i.O.;i.O.;
2565;25;65;12,015;12,032;i.O.;n.i.O.;i.O.;
2566;25;66;12,011;12,021;i.O.;n.i.O.;i.O.;
2567;25;67;12,014;12,024;i.O.;n.i.O.;i.O.;
2568;25;68;12,013;12,021;i.O.;n.i.O.;i.O.;
2569;25;69;12,013;12,021;i.O.;n.i.O.;i.O.;
2570;25;70;12,012;12,026;i.O.;n.i.O.;i.O.;
2571;25;71;12,015;12,023;i.O.;n.i.O.;i.O.;
2572;25;72;12,013;12,02;i.O.;n.i.O.;i.O.;
2573;25;73;12,013;12,021;i.O.;n.i.O.;i.O.;
2574;25;74;12,013;12,025;i.O.;n.i.O.;i.O.;
2575;25;75;12,014;12,021;i.O.;n.i.O.;i.O.;
2576;25;76;12,015;12,023;i.O.;n.i.O.;i.O.;
2577;25;77;12,014;12,02;i.O.;n.i.O.;i.O.;
2578;25;78;12,014;12,024;i.O.;n.i.O.;i.O.;
2579;25;79;12,013;12,022;i.O.;n.i.O.;i.O.;
2580;25;80;12,012;12,026;i.O.;n.i.O.;i.O.;
2581;25;81;12,014;12,03;i.O.;n.i.O.;i.O.;
2601;26;1;12,008;12,029;i.O.;n.i.O.;i.O.;"1x Vc; 3x f"
2602;26;2;12,008;12,017;i.O.;i.O.;i.O.;
2603;26;3;12,01;12,022;i.O.;n.i.O.;i.O.;
2604;26;4;12,009;12,021;i.O.;n.i.O.;i.O.;
2605;26;5;12,008;12,015;i.O.;i.O.;i.O.;
2606;26;6;12,011;12,018;i.O.;i.O.;i.O.;
2607;26;7;12,008;12,013;i.O.;i.O.;i.O.;
2608;26;8;12,01;12,014;i.O.;i.O.;i.O.;
2609;26;9;12,014;12,019;i.O.;n.i.O.;i.O.;
2610;26;10;12,011;12,026;i.O.;n.i.O.;i.O.;
2611;26;11;12,01;12,018;i.O.;i.O.;i.O.;
2612;26;12;12,009;12,024;i.O.;n.i.O.;i.O.;
2613;26;13;12,013;12,024;i.O.;n.i.O.;i.O.;
2614;26;14;12,01;12,029;i.O.;n.i.O.;i.O.;
2615;26;15;12,008;12,018;i.O.;i.O.;i.O.;
2616;26;16;12,008;12,021;i.O.;n.i.O.;i.O.;
2617;26;17;12,01;12,016;i.O.;i.O.;i.O.;
2618;26;18;12,011;12,015;i.O.;i.O.;i.O.;
2619;26;19;12,01;12,018;i.O.;i.O.;i.O.;
2620;26;20;12,011;12,019;i.O.;n.i.O.;i.O.;
2621;26;21;12,01;12,019;i.O.;n.i.O.;i.O.;
2622;26;22;12,009;12,017;i.O.;i.O.;i.O.;
2623;26;23;12,009;12,018;i.O.;i.O.;i.O.;
2624;26;24;12,012;12,026;i.O.;n.i.O.;i.O.;
2625;26;25;12,007;12,015;i.O.;i.O.;i.O.;
2626;26;26;12,008;12,016;i.O.;i.O.;i.O.;
2627;26;27;12,012;12,022;i.O.;n.i.O.;i.O.;
2628;26;28;12,011;12,021;i.O.;n.i.O.;i.O.;
2629;26;29;12,009;12,018;i.O.;i.O.;i.O.;
2630;26;30;12,007;12,02;i.O.;n.i.O.;i.O.;
2631;26;31;12,01;12,02;i.O.;n.i.O.;i.O.;
2632;26;32;12,007;12,018;i.O.;i.O.;i.O.;
2633;26;33;12,008;12,017;i.O.;i.O.;i.O.;
2634;26;34;12,009;12,012;i.O.;i.O.;i.O.;
2635;26;35;12,011;12,018;i.O.;i.O.;i.O.;
2636;26;36;12,012;12,014;i.O.;i.O.;i.O.;
2637;26;37;12,008;12,02;i.O.;n.i.O.;i.O.;
2638;26;38;12,008;12,014;i.O.;i.O.;i.O.;
2639;26;39;12,013;12,023;i.O.;n.i.O.;i.O.;
2640;26;40;12,008;12,016;i.O.;i.O.;i.O.;
2641;26;41;12,009;12,017;i.O.;i.O.;i.O.;
2642;26;42;12,008;12,017;i.O.;i.O.;i.O.;
2643;26;43;12,011;12,022;i.O.;n.i.O.;i.O.;
2644;26;44;12,012;12,021;i.O.;n.i.O.;i.O.;
2645;26;45;12,005;12,016;i.O.;i.O.;i.O.;
2646;26;46;12,007;12,02;i.O.;n.i.O.;i.O.;
2647;26;47;12,011;12,017;i.O.;i.O.;i.O.;
2648;26;48;12,009;12,016;i.O.;i.O.;i.O.;
2649;26;49;12,008;12,015;i.O.;i.O.;i.O.;
2650;26;50;12,012;12,02;i.O.;n.i.O.;i.O.;
2651;26;51;12,013;12,026;i.O.;n.i.O.;i.O.;
2652;26;52;12,009;12,021;i.O.;n.i.O.;i.O.;
2653;26;53;12,009;12,02;i.O.;n.i.O.;i.O.;
2654;26;54;12,008;12,026;i.O.;n.i.O.;i.O.;
2655;26;55;12,009;12,027;i.O.;n.i.O.;i.O.;
2656;26;56;12,007;12,019;i.O.;n.i.O.;i.O.;
2657;26;57;12,009;12,02;i.O.;n.i.O.;i.O.;
