,12430012063.A1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_X1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.Y1_Axis.Actual_Power,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.X1_Axis.Actual_Power,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Actual_Position_MCS,12430012063.Y1_Axis.Temperature_Y_Slide,Label
15,6.5,-11.062384615384616,117.7475,-21.847928571428515,178.08103448275864,0.5,951.4705882352941,1.75,0.75,0.11000000000000001,0.05,0.5,0.14,0.8,112.875,-320.0025,18.384615384615383,2019-12-16 10:31:57.906,4261.0,437.745,4.5,,,,,,,-
16,,-16.1068,0.0,684.692111111111,186.4239285714286,0.5,951.5333333333333,0.5,0.0,0.06666666666666667,0.05,0.5,0.13928571428571432,0.3333333333333333,-72.16666666666667,-323.2625925925926,14.090909090909092,2019-12-16 10:32:03.706,1763.5,454.895,7.0,,,,,,23.203333333333333,-
17,,-4.424961538461536,-241.585,328.66877777777773,172.5989655172414,0.5,951.4705882352941,1.3333333333333333,0.8,0.08750000000000001,,0.5,0.1391666666666667,1.1666666666666667,165.45454545454547,-323.28259259259255,17.8,2019-12-16 10:32:09.395,23.0,470.33,3.142857142857143,,,,,,23.23,-
18,6.5,-16.334074074074078,-474.5986666666667,-314.4526000000001,191.63000000000002,0.5333333333333333,951.5,1.2,1.0,0.1142857142857143,0.05,0.5,0.1335714285714286,1.5714285714285714,324.7,-319.23444444444453,24.09090909090909,2019-12-16 10:32:15.114,-11986.666666666666,403.3033333333333,17.0,,15.070666666666666,,1503.3333333333333,-388.3,,-
19,6.5,-9.232296296296296,389.7845,130.0894166666666,185.0010344827586,0.5,951.5,1.3333333333333333,0.5,0.09999999999999999,,0.4,0.09200000000000001,0.7142857142857143,222.5,-320.0496428571428,21.75,2019-12-16 10:32:21.102,3966.5,359.845,1.0833333333333333,73.57,,,,,,-
20,6.5,-11.64192857142857,-18.271,771.9363333333333,177.42241379310346,0.5,951.5384615384615,1.25,0.75,0.09166666666666669,,0.5714285714285714,0.13999999999999999,0.7142857142857143,89.75,-320.0039285714285,18.076923076923077,2019-12-16 10:32:26.914,4261.0,377.745,3.8333333333333335,,,27.425,,,,-
21,,-13.011464285714288,-242.9385,607.317,184.43321428571426,0.5,951.4444444444445,1.75,0.0,0.1142857142857143,,0.5,0.12642857142857142,0.5,-72.5,-323.2622222222222,14.25,2019-12-16 10:32:32.704,1763.5,394.895,3.2,,,27.422000000000004,,,,-
22,,-4.971296296296297,,-53.93175,171.938275862069,0.5,951.5384615384615,0.5,0.8,0.075,0.05,0.5,0.205,0.7142857142857143,-9.666666666666666,-323.2855555555555,17.8,2019-12-16 10:32:38.321,23.0,410.33,7.0,,,,,,,-
23,6.5,-21.387269230769228,119.7775,-313.95533333333333,189.1862068965517,0.45454545454545453,951.4545454545455,1.25,0.5,0.06999999999999999,0.05,0.5,0.13454545454545455,0.75,319.9,-319.2474074074074,24.09090909090909,2019-12-16 10:32:44.153,1166.5,418.065,7.166666666666667,,,,,,,-
24,6.5,-8.902607142857141,368.13,174.6960833333334,181.60689655172416,0.5,951.5,2.2,0.75,0.08333333333333333,,0.5,0.12400000000000003,0.8,223.125,-320.0467857142857,23.8,2019-12-16 10:32:49.910,3966.5,434.845,2.5,,,,,,,-
25,,-12.562758620689655,-64.2875,672.7856363636364,186.43896551724137,0.5,951.3846153846154,0.3333333333333333,0.5,0.05,,0.5,0.10500000000000002,0.8,262.8,-320.0046428571428,19.666666666666668,2019-12-16 10:32:55.707,4261.0,452.745,10.5,,,27.37,,,,-
26,,-19.174769230769236,-196.2455,547.4013749999999,181.92607142857145,0.5,951.4117647058823,1.75,0.75,0.075,0.05,0.4,0.15615384615384614,0.3333333333333333,74.57142857142857,-323.262962962963,14.090909090909092,2019-12-16 10:33:01.512,1763.5,469.895,3.2,73.56,,27.39,,,,-
27,7.0,-9.917965517241381,600.0156666666667,-86.026875,180.66966666666667,0.5,951.3571428571429,1.6,0.75,0.11000000000000003,0.05,0.6666666666666666,0.17615384615384616,1.5,-14.666666666666666,-323.2688888888889,17.545454545454547,2019-12-16 10:33:07.117,-11962.0,371.28,5.5,,66.7905,27.39,1498.3333333333333,-374.3,,-
28,6.5,-7.374961538461539,118.424,-244.83418181818186,188.52862068965516,0.5454545454545454,951.3888888888889,2.1666666666666665,0.0,0.1,,0.5,0.0907692307692308,0.6666666666666666,320.5,-319.24481481481484,22.153846153846153,2019-12-16 10:33:13.148,1166.5,358.065,7.333333333333333,,,,,,23.245,-
29,6.5,-13.011464285714284,364.0695,271.13624999999996,180.9479310344827,0.5,951.5,1.3333333333333333,0.8,0.1444444444444445,,0.5,0.1276923076923077,0.7142857142857143,304.1111111111111,-320.0485714285714,27.0,2019-12-16 10:33:18.912,3966.5,374.845,1.375,,,,,,23.247142857142855,-
30,6.5,-14.749846153846153,-113.687,360.58233333333334,185.78275862068972,0.5,951.4117647058823,1.25,0.5,0.15000000000000002,,0.4,0.15642857142857142,0.7142857142857143,185.66666666666666,-320.0021428571428,18.076923076923077,2019-12-16 10:33:24.713,4261.0,392.745,3.8333333333333335,,,,,,23.24333333333333,-
31,,-6.391629629629629,,-259.8678333333333,179.93714285714282,0.5,951.5,1.5,0.6666666666666666,0.15384615384615388,,0.8333333333333334,0.165,0.4,-73.16666666666667,-323.2596296296296,14.666666666666666,2019-12-16 10:33:30.514,1763.5,409.895,7.5,,,,,,23.247142857142855,-
32,,-9.94248148148148,225.344,-261.4843000000001,180.30172413793107,0.5,951.5,1.75,0.5,0.15384615384615385,,1.0,0.15071428571428575,0.6,-9.88888888888889,-323.2829629629629,17.181818181818183,2019-12-16 10:33:36.117,23.0,425.33,6.666666666666667,,,,,,23.245,-
33,6.5,-12.783185185185184,299.1055,247.65621428571424,172.72172413793103,0.4666666666666667,951.5294117647059,1.0,0.8,0.15,,,0.1608333333333333,0.75,249.11111111111111,-319.2481481481482,26.88888888888889,2019-12-16 10:33:41.942,1166.5,433.065,7.333333333333333,73.55,,,,,,-
34,6.5,-8.849846153846155,-144.816,587.6870999999999,189.96724137931034,0.5,951.4545454545455,1.4,0.5,0.13333333333333336,0.05,0.5,0.13666666666666666,0.8,223.375,-320.0446428571428,26.875,2019-12-16 10:33:47.744,3966.5,449.845,4.5,,,27.355,,,,-
35,,-14.01226923076923,15.789666666666667,58.43933333333334,169.97448275862072,0.5,951.5333333333333,1.75,0.75,0.1285714285714286,,0.5,0.17153846153846153,1.0,89.625,-320.0028571428571,18.076923076923077,2019-12-16 10:33:53.513,4261.0,467.745,3.6666666666666665,,2.055,27.351999999999997,,,,-
36,6.666666666666667,-18.489892857142856,-475.05,-349.4693750000001,174.80689655172415,0.5,951.5,1.2,1.0,0.10000000000000002,0.05,0.4,0.08454545454545453,3.0,171.375,-323.24666666666667,14.333333333333334,2019-12-16 10:33:59.317,-11995.666666666666,379.26666666666665,9.4,,35.964,27.355,1495.0,-356.61,,-
37,,-13.27492307692308,416.853,46.96618181818175,179.6396551724138,0.5,951.4666666666667,1.75,0.0,0.09999999999999999,,0.5,0.13375,0.5555555555555556,-9.88888888888889,-323.28259259259255,17.09090909090909,2019-12-16 10:34:05.115,23.0,365.33,3.3333333333333335,,,,,,,-
38,6.5,-9.917965517241381,80.5285,514.045,172.06206896551728,0.5,951.5,0.3333333333333333,0.8,0.11000000000000003,,0.6666666666666666,0.1723076923076923,0.6666666666666666,377.6363636363636,-319.24629629629635,26.0,2019-12-16 10:34:10.923,1166.5,373.065,7.166666666666667,,,,,,,-
39,6.5,-3.0679600000000007,-258.503,630.6046666666666,189.3082758620689,0.5,951.5,1.5,0.5,0.15000000000000002,,0.5,0.17692307692307693,0.6666666666666666,222.75,-320.0478571428571,21.75,2019-12-16 10:34:16.715,3966.5,389.845,1.0,73.54,,,,,,-
40,,-9.587423076923077,16.241,59.99366666666666,169.31482758620686,0.5333333333333333,951.5,1.3333333333333333,0.75,0.06363636363636363,0.05,0.42857142857142855,0.20076923076923078,0.7142857142857143,89.625,-320.0028571428571,18.076923076923077,2019-12-16 10:34:22.519,4261.0,407.745,5.5,,,27.325,,,,-
41,,-4.261037037037037,0.0,-246.1905454545455,175.43892857142856,0.45454545454545453,951.5,0.3333333333333333,0.0,0.14285714285714288,,0.5,0.11785714285714285,0.4,184.125,-323.2625925925926,14.25,2019-12-16 10:34:28.315,1763.5,424.895,3.2,,,27.321999999999996,,,,-
42,,-9.232333333333335,420.2365,39.31023076923074,176.2458620689655,0.5384615384615384,951.5,1.0,0.8,0.1,,0.5555555555555556,0.1875,0.7142857142857143,-9.777777777777779,-323.2833333333333,16.636363636363637,2019-12-16 10:34:33.915,23.0,440.33,6.666666666666667,,,27.325,,,,-
43,6.5,-13.696285714285716,84.5885,609.712,181.07999999999998,0.5,951.5454545454545,1.6,0.0,0.15,,0.5,0.18285714285714283,0.75,319.6,-319.2481481481482,22.153846153846153,2019-12-16 10:34:39.716,1166.5,448.065,21.0,,,27.325,,,,-
44,6.5,-8.90264285714286,-255.796,557.4727999999999,185.91310344827585,0.4666666666666667,951.5,1.0,0.8,0.15000000000000002,,,0.14363636363636365,0.7142857142857143,223.125,-320.0467857142857,26.875,2019-12-16 10:34:45.647,3966.5,464.845,1.6666666666666667,,,27.325,,,,-
45,7.0,-12.073037037037036,784.6442499999999,76.2819,163.56166666666664,0.5,951.4666666666667,1.75,1.0,0.15000000000000002,,0.5,0.13285714285714284,2.75,185.11111111111111,-319.99071428571426,18.0,2019-12-16 10:34:51.337,-12029.666666666666,387.27666666666664,14.714285714285714,,83.231,,1499.3333333333333,-341.2966666666667,,-
46,,-9.942555555555558,0.0,-299.8636666666668,186.3078571428571,0.5,951.5333333333333,0.3333333333333333,0.0,0.15000000000000002,,0.5,0.12230769230769231,0.5,-71.66666666666667,-323.2655555555556,14.666666666666666,2019-12-16 10:34:57.378,1763.5,364.895,3.4,73.53,,,,,,-
47,,-13.493333333333336,418.883,38.16253846153843,175.58517241379315,0.5,951.5,1.0,0.8,0.15454545454545457,,0.5,0.14785714285714288,0.6,86.4,-323.2829629629629,17.666666666666668,2019-12-16 10:35:02.923,23.0,380.33,3.5,,,,,,23.275,-
48,6.5,-17.120357142857145,69.701,662.8498,180.41689655172414,0.5,951.4666666666667,1.0,0.0,0.14545454545454548,,0.5,0.14466666666666667,0.6666666666666666,249.33333333333334,-319.2474074074074,26.88888888888889,2019-12-16 10:35:08.722,1166.5,388.065,7.166666666666667,,,,,,23.275,-
49,6.5,-11.36288888888889,-259.1795,627.4961111111111,185.2506896551724,0.5,951.5,1.75,0.8,0.15,,0.5,0.11785714285714288,0.7142857142857143,369.1,-320.0467857142857,26.875,2019-12-16 10:35:14.520,3966.5,404.845,2.25,,,,,,23.278000000000002,-
50,,-9.587464285714285,16.692333333333334,71.2461,165.25724137931036,0.5333333333333333,951.5,1.0,0.5,0.15,,0.5,0.16071428571428573,0.7142857142857143,89.875,-320.0046428571428,17.153846153846153,2019-12-16 10:35:20.355,4261.0,422.745,4.0,,,,,,23.272,-
51,,-15.339840000000002,0.0,-269.6906000000001,183.7978571428571,0.46153846153846156,951.5,1.25,0.75,0.15,,0.5,0.15,0.4,184.5,-323.2648148148148,14.666666666666666,2019-12-16 10:35:26.323,1763.5,439.895,3.2,,,,,,23.28,-
52,,-10.65274074074074,417.5295,73.16869230769227,172.19172413793106,0.5384615384615384,951.5333333333333,1.75,0.0,0.15000000000000002,,0.5,0.17,0.8,165.27272727272728,-323.2829629629629,17.09090909090909,2019-12-16 10:35:31.718,23.0,455.33,6.333333333333333,,,,,,23.275,-
53,6.5,-10.579206896551721,35.8655,655.4912727272728,189.43965517241378,0.5,951.4545454545455,2.0,0.8,0.15000000000000005,,0.5,0.16714285714285718,1.3333333333333333,249.55555555555554,-319.24629629629635,26.88888888888889,2019-12-16 10:35:37.523,1166.5,463.065,7.333333333333333,73.52,,,,,,-
54,7.0,-13.696285714285716,1594.3266666666666,510.09979999999996,175.293,0.5,951.5294117647059,1.8333333333333333,0.75,0.15000000000000002,,0.0,0.17928571428571424,1.8571428571428572,313.22222222222223,-319.95571428571424,25.666666666666668,2019-12-16 10:35:43.323,-12024.666666666666,395.2966666666666,20.428571428571427,,65.078,27.28333333333333,1504.0,-327.2966666666667,,-
55,6.5,-12.27192,240.4573333333333,-6.527625000000029,176.88275862068963,0.5,951.4666666666667,1.25,0.5,0.12,,0.5,0.19500000000000003,0.7142857142857143,89.5,-319.9225,17.133333333333333,2019-12-16 10:35:49.333,4135.5,363.025,3.8333333333333335,,,27.29,,,,-
56,,-14.749961538461536,0.0,151.0717857142857,176.1767857142857,0.46153846153846156,951.5,1.5,0.75,0.15000000000000002,,0.5714285714285714,0.1261538461538462,0.6666666666666666,184.375,-323.2622222222223,14.090909090909092,2019-12-16 10:35:55.189,1185.0,380.09000000000003,1.8181818181818181,,,27.294,,,,-
57,,-10.957035714285713,-63.6105,670.5814545454546,192.4989655172414,0.5454545454545454,951.5,1.75,0.0,0.15000000000000002,,0.5,0.19384615384615383,0.8571428571428571,-10.0,-323.29,17.7,2019-12-16 10:36:00.729,14.5,395.33,2.3,,,27.29,,,,-
58,6.5,-11.362777777777778,-199.629,486.16444444444437,184.91758620689652,0.5,951.5,1.0,0.8,0.15000000000000002,,0.5,0.16400000000000003,0.7142857142857143,248.66666666666666,-319.25703703703704,27.0,2019-12-16 10:36:06.536,1742.5,403.26,10.5,,,27.28714285714286,,,,-
59,6.5,-21.387192307692313,239.555,-64.34519999999999,177.33827586206897,0.5,951.5333333333333,1.3333333333333333,0.5,0.15000000000000002,,1.0,0.14933333333333335,0.625,223.0,-320.0385714285714,26.875,2019-12-16 10:36:12.333,4252.0,420.395,1.8333333333333333,,,27.292857142857144,,,,-
60,,-16.334074074074074,367.453,-313.95533333333333,182.17206896551724,0.4666666666666667,951.4545454545455,1.3333333333333333,0.6666666666666666,0.13333333333333336,,0.5,0.1423076923076923,0.7142857142857143,262.0,-319.99178571428564,16.529411764705884,2019-12-16 10:36:18.138,3980.5,438.29499999999996,3.8333333333333335,73.51,,27.286,,,,-
61,,-15.487307692307693,0.0,265.774125,173.66821428571433,0.5,951.5384615384615,0.6666666666666666,0.5,0.15714285714285717,,0.5,0.1225,0.5,-71.33333333333333,-323.2655555555556,14.555555555555555,2019-12-16 10:36:23.960,1185.0,455.09000000000003,7.0,,,27.29,,,,-
62,,-10.579103448275863,-102.183,704.0682,189.10310344827582,0.5,951.4545454545455,1.3333333333333333,0.8,0.14,,0.4,0.12333333333333336,0.7142857142857143,165.27272727272728,-323.29148148148147,17.7,2019-12-16 10:36:29.536,14.5,470.33,4.2,,,27.29,,,,-
63,6.5,-15.065821428571429,1586.6576666666667,370.6425454545455,187.44333333333336,0.5,951.5,1.8571428571428572,1.0,0.1,0.1,0.5,0.1764285714285714,1.4444444444444444,254.44444444444446,-319.2414814814815,27.0,2019-12-16 10:36:35.337,-11994.333333333334,401.7,17.0,,65.76266666666666,27.29,1503.3333333333333,-313.3,,-
64,6.5,-15.750785714285715,326.174,-94.93260000000001,176.6768965517241,0.5,951.5,1.0,0.0,0.13333333333333333,0.0,0.5,0.13928571428571432,0.7142857142857143,369.8,-320.03571428571433,26.875,2019-12-16 10:36:41.331,4252.0,360.395,1.375,,,,,,,-
65,,-7.101666666666669,328.8805,-293.93680000000006,181.50896551724142,0.5333333333333333,951.5,1.0,0.8,0.15000000000000002,,0.5454545454545454,0.1346153846153846,0.7142857142857143,89.625,-319.99535714285713,19.363636363636363,2019-12-16 10:36:47.134,3980.5,378.29499999999996,1.9285714285714286,,,,,,,-
66,,-16.43557142857143,0.0,254.58369999999996,184.53285714285713,0.46153846153846156,951.5,1.4,0.0,0.15000000000000002,,0.42857142857142855,0.16153846153846155,0.6666666666666666,184.625,-323.2625925925926,14.090909090909092,2019-12-16 10:36:52.935,1185.0,395.09000000000003,2.4285714285714284,,,,,,,-
67,,-4.971185185185185,-110.9805,702.5761,188.44275862068972,0.5384615384615384,951.4117647058823,1.5,0.8,0.15,,0.5,0.17272727272727273,1.0,-9.88888888888889,-323.29,16.23076923076923,2019-12-16 10:36:58.538,14.5,410.33,7.0,73.5,,,,,,-
68,6.5,-12.073037037037038,-150.906,377.25509090909094,180.86275862068962,0.5,951.4,1.75,0.0,0.15000000000000002,,0.5555555555555556,0.195,0.7142857142857143,249.0,-319.2555555555556,24.181818181818183,2019-12-16 10:37:04.337,1742.5,418.26,7.166666666666667,,,,,,,-
69,6.5,-9.94248148148148,337.001,-92.3215,185.69724137931036,0.5,951.3333333333334,1.0,0.8,0.15000000000000005,,0.5,0.15307692307692308,0.625,369.3,-320.0385714285714,22.636363636363637,2019-12-16 10:37:10.137,4252.0,435.395,2.5,,,,,,,-
70,,-12.78314814814815,336.3245,-329.08311111111107,178.11551724137937,0.46153846153846156,951.5294117647059,0.3333333333333333,0.5,0.15000000000000002,,0.5,0.15846153846153846,0.8,89.375,-319.9928571428571,18.076923076923077,2019-12-16 10:37:15.943,3980.5,453.29499999999996,10.5,,,,,,23.305,-
71,,-13.49340740740741,0.0,322.19275000000005,182.0260714285714,0.5384615384615384,951.4666666666667,1.3333333333333333,0.75,0.15714285714285717,,0.5,0.12785714285714286,0.4,184.5,-323.2622222222223,14.090909090909092,2019-12-16 10:37:21.739,1185.0,470.09000000000003,4.0,,,,,,23.305,-
72,7.0,-15.20755172413793,1223.0393333333332,870.0603749999999,176.48533333333336,0.46153846153846156,951.5384615384615,1.2,0.75,0.1461538461538462,,0.5,0.11928571428571431,2.0,-14.555555555555555,-323.27888888888884,17.272727272727273,2019-12-16 10:37:27.337,-11956.333333333334,379.36,5.5,,56.172666666666665,,1498.3333333333333,-299.3,23.32,-
73,6.5,-9.917965517241377,-154.9665,378.9505454545455,180.20241379310343,0.5,951.4615384615385,1.0,0.0,0.15,,0.5,0.14846153846153848,0.7142857142857143,319.5,-319.2551851851852,27.0,2019-12-16 10:37:33.341,1742.5,358.26,7.166666666666667,,,,,,23.3,-
74,6.5,-17.6408,330.234,-93.44040000000001,172.6227586206897,0.5,951.5,1.6,1.0,0.15,,0.4,0.18166666666666664,0.625,223.25,-320.03785714285726,26.875,2019-12-16 10:37:39.143,4252.0,375.395,1.1666666666666667,73.49,,,,,23.304999999999996,-
75,,5.899884615384611,328.8805,-291.69860000000006,177.4524137931034,0.5,951.5384615384615,1.3333333333333333,0.5,0.13333333333333336,,0.5714285714285714,0.12333333333333335,0.7142857142857143,89.5,-319.9946428571428,16.470588235294116,2019-12-16 10:37:44.946,3980.5,393.29499999999996,3.0,,,,,,23.305,-
76,,-16.87376,0.0,303.4487,180.03535714285718,0.5,951.4615384615385,1.0,0.75,0.15,,0.5,0.16142857142857145,1.0,-72.16666666666667,-323.2622222222223,13.6,2019-12-16 10:37:50.743,1185.0,410.09000000000003,7.5,,,,,,23.305,-
77,,-13.696250000000001,-261.21,627.4962222222222,171.9748275862069,0.5,951.5,1.6,0.0,0.15,,0.3333333333333333,0.18833333333333332,0.8571428571428571,-9.666666666666666,-323.29333333333335,17.7,2019-12-16 10:37:56.565,14.5,425.33,6.666666666666667,,,,,,23.308,-
78,6.5,-15.487384615384617,16.692333333333334,56.574333333333335,189.22034482758625,0.5333333333333333,951.5,1.75,0.8,0.15,,0.6666666666666666,0.155,0.75,249.33333333333334,-319.25444444444446,24.181818181818183,2019-12-16 10:38:02.202,1742.5,433.26,7.166666666666667,,,,,,23.305,-
79,6.5,-16.96223076923077,418.2065,-276.77790000000005,169.22793103448276,0.5,951.5,0.5,0.0,0.15,,0.5,0.11363636363636363,0.6,304.22222222222223,-320.03785714285726,26.875,2019-12-16 10:38:07.944,4252.0,450.395,2.5,,,,,,23.304999999999996,-
80,,-14.012230769230769,0.0,46.118454545454554,174.06103448275869,0.5,951.5384615384615,1.4,0.8,0.1,,0.5,0.125,0.8,262.5,-323.2822222222222,17.133333333333333,2019-12-16 10:38:13.745,3980.5,468.29499999999996,3.8333333333333335,,,,,,23.3,-
