,Unnamed: 0,12430012063.A1_Axis.Actual_Power,12430012063.C1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_X1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Actual_Position_MCS,Messschraube,Messtaster,Grenzlehrdorn,Ebene,Bohrung
10,10,3.5,3.333333333333333,2.949948717948715,-64.964,287.22244444444436,177.41692307692304,0.4705882352941176,635.4230769230769,1.0,0.8333333333333334,,0.5,0.4052631578947368,3584.5,363.8,0.75,0.625,71.28571428571429,-293.74815789473683,19.777777777777782,2019-12-09 09:10:39.552,,,0.05,23.73,,,,n.i.O.,n.i.O.,i.O.,16,11
11,11,3.333333333333333,,-2.396825,295.4963333333333,430.83375,189.09,0.5,635.5,1.0,1.0,,0.3333333333333333,0.4947368421052631,5816.666666666668,380.9,3.6666666666666665,0.8333333333333334,-42.2,-293.74473684210534,19.35,2019-12-09 09:10:47.358,,,0.08333333333333333,23.73,,,,i.O.,n.i.O.,i.O.,16,12
12,12,3.5,3.5,-6.9726060606060605,406.702,802.6842499999998,177.68435897435901,0.5,635.5,1.3333333333333333,1.0,0.05,0.5,0.3642105263157895,3966.5,397.345,4.3,0.7142857142857143,-143.77777777777774,-293.2967567567567,19.125,2019-12-09 09:10:55.390,73.77,28.261999999999997,0.11000000000000004,23.73,,,,i.O.,n.i.O.,i.O.,16,13
13,13,4.0,3.5,-4.916589743589744,167.14700000000002,783.5413333333332,183.30948717948718,0.5,635.5,1.0,0.8,0.05,0.5555555555555556,0.38,2748.5,411.205,12.0,0.7142857142857143,-86.44444444444444,-293.2851351351349,16.25,2019-12-09 09:11:03.150,,28.23,0.10000000000000002,,,,,n.i.O.,n.i.O.,i.O.,16,14
14,14,,3.5,-7.669833333333332,20.978,585.4283333333334,170.47051282051282,0.5714285714285714,635.5,1.3333333333333333,0.8,,0.4,0.3515789473684211,1166.5,425.565,9.5,0.8571428571428571,-64.75,-293.7113157894736,15.333333333333336,2019-12-09 09:11:10.950,,28.235,0.08571428571428573,,,,,i.O.,n.i.O.,i.O.,16,15
15,15,,3.555555555555556,-2.4582564102564106,0.0,156.85329999999996,185.32487179487183,0.4761904761904762,635.5555555555555,0.3333333333333333,1.0,0.05,0.5454545454545454,0.37777777777777777,230.5,440.355,1.5,0.5,-49.25,-293.70315789473665,14.0,2019-12-09 09:11:18.758,,,0.06666666666666668,,,,,i.O.,n.i.O.,i.O.,16,16
16,16,,3.5,-9.278032258064515,,-203.29363636363632,181.71692307692302,0.5,635.3928571428571,1.4,1.0,0.1,0.4,0.34315789473684216,0.0,455.33,0.0,0.5,222.5,-293.7084210526315,14.5,2019-12-09 09:11:26.554,,28.19333333333333,0.05000000000000001,,,,,i.O.,n.i.O.,i.O.,16,17
17,17,,3.5,-7.8665641025641015,-20.3015,-368.04266666666666,187.34205128205133,0.5,635.5,0.75,1.0,0.0,0.5,0.3675000000000001,23.0,470.33,3.0,0.8333333333333334,153.82352941176467,-293.72078947368414,13.1875,2019-12-09 09:11:34.405,73.76,,,,,,,i.O.,n.i.O.,i.O.,16,18
18,18,3.4285714285714284,3.4,-5.478457142857144,1592.071333333333,-218.96039999999996,178.93599999999995,0.5,635.5,1.2,1.0,,0.6666666666666666,0.3735294117647059,-11979.0,375.27,10.714285714285714,1.5,228.625,-293.7265789473684,14.63157894736842,2019-12-09 09:11:42.218,,28.165,0.08,,8.905666666666667,1497.333333333333,-385.79666666666674,i.O.,n.i.O.,i.O.,16,19
19,19,3.571428571428572,3.5,-7.568973684210528,-246.322,-5.934272727272647,178.37641025641025,0.5,635.5,1.0,0.5,0.05,0.42857142857142855,0.3910526315789473,1763.5,364.895,4.166666666666667,0.6666666666666666,85.25,-293.7426315789473,17.705882352941178,2019-12-09 09:11:50.260,,28.15,0.06666666666666668,,,,,i.O.,n.i.O.,i.O.,16,20
20,20,3.5,3.6666666666666665,1.0653333333333357,-108.2735,251.37155555555555,174.76794871794868,0.5555555555555556,635.5,1.0,0.5,0.05,0.5,0.3595,3343.5,379.03,1.375,0.6666666666666666,-50.77777777777778,-293.7434210526315,20.3125,2019-12-09 09:11:57.989,,,0.08333333333333333,,,,,i.O.,n.i.O.,i.O.,16,21
21,21,3.333333333333333,3.0,-9.341589743589745,293.24066666666664,339.3013076923077,180.67175000000003,0.48,635.5,1.0,0.6,,0.5,0.4278947368421053,5816.666666666668,395.9,4.571428571428571,0.8333333333333334,-56.41666666666666,-293.74657894736845,19.4,2019-12-09 09:12:05.758,73.75,28.132857142857148,0.10000000000000002,23.765,,,,i.O.,n.i.O.,i.O.,16,22
22,22,3.5,3.5,-7.456777777777778,410.7625,641.7745,184.26923076923083,0.5384615384615384,635.3793103448277,1.4,1.0,,0.5,0.3694736842105264,3966.5,412.345,13.333333333333336,0.7142857142857143,-46.17647058823529,-293.29729729729723,20.214285714285715,2019-12-09 09:12:13.752,,28.12,0.1,,,,,i.O.,n.i.O.,i.O.,16,23
23,23,4.0,,-7.374923076923077,167.14700000000002,658.5431818181818,184.54512820512818,0.4782608695652174,635.4761904761905,1.0,0.8,,0.5,0.3672222222222222,2748.5,426.205,9.0,0.7142857142857143,-106.66666666666669,-293.28243243243224,16.928571428571427,2019-12-09 09:12:21.558,,28.1,0.15,23.765,,,,i.O.,n.i.O.,i.O.,16,24
24,24,,,-2.1305,20.978,674.5376666666666,185.99641025641026,0.5,635.5,1.0,1.0,,0.3333333333333333,0.5347058823529413,1166.5,440.565,10.0,0.8571428571428571,-32.875,-293.71026315789464,15.923076923076925,2019-12-09 09:12:29.427,,,0.1,23.77,,,,i.O.,n.i.O.,i.O.,16,25
25,25,,,-12.291487179487186,0.0,235.37329999999992,182.3876923076923,0.5,635.5,0.5,1.0,,0.5454545454545454,0.3131578947368421,230.5,455.355,0.5,0.7142857142857143,27.5,-293.70736842105254,14.461538461538463,2019-12-09 09:12:37.263,,,0.15,23.763333333333332,,,,i.O.,n.i.O.,i.O.,16,26
26,26,,,-0.5325833333333367,,-177.38977777777774,178.78102564102562,0.5384615384615384,635.5,1.3333333333333333,0.8,,0.4,0.396875,0.0,470.33,0.5,0.5,245.23076923076923,-293.6607894736842,13.941176470588234,2019-12-09 09:12:45.036,,28.07,,23.768,,,,i.O.,n.i.O.,i.O.,16,27
27,27,3.5,,-7.568973684210528,1050.7036666666668,-332.1709,176.6069999999999,0.4761904761904762,635.4285714285714,1.0,1.25,0.05,0.5714285714285714,0.3545000000000001,-11962.0,371.28,6.2857142857142865,1.2222222222222223,152.94117647058823,-293.70894736842104,13.666666666666664,2019-12-09 09:12:52.770,73.74,28.05,0.15,23.765,7.535333333333334,1495.0,-371.61,i.O.,n.i.O.,i.O.,16,28
28,28,3.5,3.5,1.0956857142857144,-154.2895,-267.2151818181818,179.04974358974354,0.5384615384615384,635.4848484848485,0.5,1.0,,0.42857142857142855,0.3684210526315789,533.0,365.26,5.0,0.5,234.5,-293.7302631578947,15.428571428571427,2019-12-09 09:13:00.774,,,0.15000000000000002,,,,,i.O.,n.i.O.,i.O.,16,29
29,29,3.5,,-10.5965,-243.6155,-74.9760999999999,175.43974358974359,0.4782608695652174,635.4583333333334,1.4,1.0,,0.5,0.4280000000000001,1763.5,379.895,6.0,0.6666666666666666,132.3,-293.7368421052631,18.428571428571427,2019-12-09 09:13:08.568,,28.032857142857146,0.05,,,,,i.O.,n.i.O.,i.O.,16,30
30,30,3.5,,-14.0615,-139.40200000000002,150.86444444444447,190.29615384615383,0.5,635.5,0.75,1.0,,0.5,0.3411764705882353,3073.5,394.245,2.0,0.6666666666666666,91.0,-293.74684210526317,21.142857142857142,2019-12-09 09:13:16.368,,,0.15,,,,,i.O.,n.i.O.,i.O.,16,31
31,31,3.5,3.5,-2.5230263157894752,77.8215,-62.24699999999999,177.45615384615388,0.5185185185185185,635.6,1.0,0.5,,0.5,0.5025000000000001,4135.5,408.025,1.1666666666666667,0.8333333333333334,-23.1,-297.3805555555556,23.23076923076923,2019-12-09 09:13:24.170,73.73,,0.15000000000000002,,,,,i.O.,n.i.O.,i.O.,16,32
32,32,3.333333333333333,3.5,-14.0615,475.952,562.9154545454546,185.89975,0.4444444444444444,635.4666666666667,1.3333333333333333,0.6666666666666666,,0.5,0.34444444444444444,5733.666666666668,424.3466666666666,11.6,0.875,12.588235294117649,-293.2994594594594,20.53333333333333,2019-12-09 09:13:32.103,,,0.15,,,,,i.O.,n.i.O.,i.O.,16,33
33,33,4.0,3.6666666666666665,2.4583589743589696,226.6975,649.5569999999999,168.49230769230775,0.5151515151515151,635.3636363636364,1.0,0.5,,0.5,0.3405555555555556,3049.5,441.4,8.2,0.8571428571428571,-58.6875,-293.28459459459464,17.714285714285715,2019-12-09 09:13:39.972,,28.003333333333334,0.16666666666666666,,,,,i.O.,n.i.O.,i.O.,16,34
34,34,,3.0,-15.623851851851851,35.8655,721.5791111111113,183.3484615384616,0.5,635.4545454545455,0.75,0.3333333333333333,0.05,0.5,0.38,1440.0,455.65,11.0,0.7142857142857143,90.7,-293.71605263157886,17.09090909090909,2019-12-09 09:13:47.771,,,0.10909090909090913,,,,,i.O.,n.i.O.,i.O.,16,35
35,35,,,-2.4582307692307688,0.0,302.70269999999994,170.51076923076926,0.4827586206896552,635.45,1.3333333333333333,0.8333333333333334,,0.5,0.3061111111111112,-360.0,470.29,1.4,1.0,-16.0,-293.70552631578937,14.7,2019-12-09 09:13:55.576,,27.972,0.15000000000000002,,,90.0,-367.67,i.O.,n.i.O.,i.O.,16,36
36,36,4.0,3.6666666666666665,-12.407176470588233,606.3315,-108.5477,191.4135,0.5555555555555556,635.5,1.5,0.6666666666666666,,0.5,0.3766666666666667,-17597.5,374.615,3.25,1.125,164.0,-293.6994736842105,14.545454545454545,2019-12-09 09:14:03.374,73.72,,0.15000000000000002,,18.496,2199.5,-355.7150000000001,i.O.,n.i.O.,i.O.,16,37
37,37,,3.0,0.491641025641024,-12.181,-363.4835555555555,175.08794871794876,0.4838709677419355,635.5,1.0,0.0,,0.5,0.3011111111111112,7.0,365.33,2.1666666666666665,0.5,190.1,-293.71894736842097,14.333333333333336,2019-12-09 09:14:11.368,,,0.08,,,,,i.O.,n.i.O.,i.O.,16,38
38,38,,,-9.29690909090909,-108.95,-271.6235454545454,173.2279487179487,0.5,635.4230769230769,1.0,1.0,,0.6666666666666666,0.4277777777777778,373.5,380.29,4.166666666666667,0.7142857142857143,172.33333333333337,-293.6702631578948,15.307692307692307,2019-12-09 09:14:19.176,,,0.08571428571428573,23.795,,,,i.O.,n.i.O.,i.O.,16,39
39,39,3.5,,-3.9333076923076917,-257.1495,-147.3414,178.8523076923077,0.5,635.5,0.5,1.0,,0.5,0.336,1460.0,395.005,3.0,0.6666666666666666,109.1818181818182,-293.6818421052631,18.0,2019-12-09 09:14:27.003,,27.94,0.1,23.795,,,,i.O.,n.i.O.,i.O.,16,40
40,40,3.5,,-11.621030303030304,-145.4925,14.242545454545507,166.19051282051282,0.5454545454545454,635.5,1.3333333333333333,1.0,,0.42857142857142855,0.3989473684210527,3073.5,409.245,3.0,0.6666666666666666,184.625,-293.74421052631567,22.75,2019-12-09 09:14:34.843,,27.936,0.15,23.795,,,,i.O.,n.i.O.,i.O.,16,41
41,41,3.5,,15.547162162162161,86.619,249.50644444444444,186.92282051282052,0.4848484848484849,635.5294117647059,0.5,1.0,,0.6666666666666666,0.35823529411764704,4135.5,423.025,1.1666666666666667,0.6666666666666666,5.5555555555555545,-293.7434210526316,23.23076923076923,2019-12-09 09:14:42.586,73.71,,0.15,23.79666666666667,,,,i.O.,n.i.O.,i.O.,16,42
42,42,3.333333333333333,3.5,-13.696171428571427,479.561,335.42769230769227,175.50074999999995,0.5454545454545454,635.4444444444445,1.2,1.0,,0.4,0.3973684210526316,5733.666666666668,439.3466666666666,14.5,0.875,-78.63636363636364,-293.7434210526315,20.53333333333333,2019-12-09 09:14:50.393,,,0.15000000000000002,23.791999999999998,,,,i.O.,n.i.O.,i.O.,16,43
43,43,4.0,3.5,-1.0092105263157891,224.6675,637.2982,174.78923076923076,0.4827586206896552,635.4117647058823,1.4,0.5,,0.5,0.4983333333333333,3049.5,456.4,19.5,0.8571428571428571,-132.58333333333334,-293.29621621621624,16.875,2019-12-09 09:14:58.378,,27.905,0.15,23.79714285714286,,,,i.O.,n.i.O.,i.O.,16,44
44,44,,,-13.696178571428574,34.512,797.8403333333333,189.64512820512817,0.5,635.4814814814815,0.3333333333333333,0.6666666666666666,,0.5,0.30052631578947364,-1440.0,470.01,5.75,1.4285714285714286,-90.9090909090909,-293.7197368421052,16.153846153846153,2019-12-09 09:15:06.181,,27.9,0.15000000000000002,23.791999999999998,,360.0,-352.6,i.O.,n.i.O.,i.O.,16,45
45,45,4.0,3.5,-7.1905,-452.7185,670.8074444444445,171.08624999999995,0.5,635.5,1.4,0.0,,0.5,0.431578947368421,-10790.666666666666,362.74,2.5,1.125,-59.615384615384606,-293.70026315789465,14.307692307692307,2019-12-09 09:15:14.070,,,0.11666666666666667,23.81,52.74733333333334,2068.0,-340.005,i.O.,n.i.O.,i.O.,16,46
46,46,,3.5,-15.463516129032257,,237.7978,180.6828205128205,0.5384615384615384,635.5,0.5,0.5,,0.5,0.28600000000000003,0.0,365.33,0.6666666666666666,0.5,56.875,-293.7036842105262,13.533333333333333,2019-12-09 09:15:22.026,73.7,,0.15000000000000002,,,,,i.O.,n.i.O.,i.O.,16,47
47,47,,3.5,-9.833179487179487,-12.181,-136.82909090909095,177.07410256410256,0.48,635.5,1.2,0.5,,0.6,0.3942105263157895,7.0,380.33,1.75,0.5,237.25,-293.70526315789465,13.5625,2019-12-09 09:15:29.792,,,0.15000000000000002,,,,,i.O.,n.i.O.,i.O.,16,48
48,48,,,-10.7858125,-113.0105,-383.58511111111113,182.69846153846157,0.5555555555555556,635.5384615384615,1.0,0.6666666666666666,,0.4,0.31105263157894736,373.5,395.29,4.333333333333333,0.6666666666666666,64.3125,-293.72315789473686,17.0,2019-12-09 09:15:37.584,,,0.15000000000000002,,,,,i.O.,n.i.O.,i.O.,16,49
49,49,3.5,3.6666666666666665,-9.83323076923077,-259.8565,-244.15600000000003,179.0923076923077,0.4782608695652174,635.304347826087,1.3333333333333333,0.0,,0.5714285714285714,0.3499999999999999,1460.0,410.005,6.75,0.7142857142857143,220.875,-293.73684210526307,18.071428571428573,2019-12-09 09:15:45.397,,27.872857142857146,0.15000000000000002,,,,,i.O.,n.i.O.,i.O.,16,50
50,50,3.5,3.5,-1.5547027027027038,-148.876,-100.71433333333323,184.71615384615387,0.5,635.48,1.3333333333333333,0.5,,0.4444444444444444,0.4427777777777778,3073.5,424.245,2.1666666666666665,0.8333333333333334,89.66666666666669,-293.7426315789473,23.363636363636363,2019-12-09 09:15:53.199,,27.875,0.15,,,,,i.O.,n.i.O.,i.O.,16,51
51,51,3.5,3.0,-10.59655263157895,86.619,224.22422222222218,171.8774358974359,0.5,635.5,1.3333333333333333,1.0,,0.5,0.2568421052631579,4135.5,438.025,1.5,0.8333333333333334,-47.26666666666666,-293.74947368421056,21.6,2019-12-09 09:16:01.024,73.69,,0.15000000000000002,,,,,i.O.,n.i.O.,i.O.,16,52
52,52,3.333333333333333,3.5,-6.737027027027026,481.366,390.1410909090909,178.93599999999998,0.5,635.5,1.0,1.0,,0.6666666666666666,0.329,5733.666666666668,454.3466666666666,14.5,0.875,-60.625,-293.74657894736845,20.466666666666665,2019-12-09 09:16:08.878,,,0.15000000000000002,,,,,i.O.,n.i.O.,i.O.,16,53
53,53,4.0,3.5,-14.633368421052632,222.6375,788.69625,181.37846153846158,0.5,635.5,1.0,1.0,,0.42857142857142855,0.4578947368421053,-3240.0,469.25,8.2,1.625,-134.625,-293.29324324324324,16.875,2019-12-09 09:16:16.852,,27.845,0.16666666666666666,,,810.0,-337.41,i.O.,n.i.O.,i.O.,16,54
54,54,3.5,3.5,-3.1957222222222232,-818.8183333333333,671.2596363636364,176.89724999999996,0.5,635.5,1.0,1.0,,0.5,0.3447368421052632,-8889.333333333334,359.4333333333333,9.2,0.8571428571428571,-101.33333333333331,-293.71157894736837,16.153846153846153,2019-12-09 09:16:24.589,,27.84,0.14285714285714288,,65.07799999999999,1847.0,-324.35,i.O.,n.i.O.,i.O.,16,55
55,55,,,-9.58736842105263,0.0,669.7713333333334,181.64512820512817,0.5,635.3103448275862,0.75,0.6,,0.5,0.3747368421052631,360.0,365.37,1.4,0.7,109.0,-293.71157894736837,13.5,2019-12-09 09:16:32.584,,,0.15,,,,,i.O.,n.i.O.,i.O.,16,56
56,56,,,-0.4917435897435897,,236.3058,178.0382051282051,0.52,635.5,1.0,0.5,,0.5,0.3694444444444444,0.0,380.33,0.8,0.5,51.904761904761905,-293.7047368421052,13.785714285714285,2019-12-09 09:16:40.396,73.68,,0.15,,,,,i.O.,n.i.O.,i.O.,16,57
57,57,,,-11.27932352941177,-11.504000000000001,-184.6428888888889,183.66205128205127,0.4615384615384616,635.35,1.3333333333333333,0.5,,0.5,0.4189473684210527,7.0,395.33,2.1666666666666665,0.5,116.0,-293.7113157894736,13.928571428571427,2019-12-09 09:16:48.306,,,0.15,,,,,i.O.,n.i.O.,i.O.,16,58
58,58,,3.5,-1.4751025641025637,-109.62700000000001,-384.2067777777777,170.82333333333338,0.5,635.5,0.5,0.5,,0.5,0.4070588235294119,373.5,410.29,6.25,0.6666666666666666,256.125,-293.72315789473686,14.8,2019-12-09 09:16:56.041,,,0.1285714285714286,,,,,i.O.,n.i.O.,i.O.,16,59
59,59,,3.5,-10.652694444444446,-261.21,-245.8514545454545,185.67846153846162,0.5,635.5,1.2,0.5,,0.5,0.431578947368421,1460.0,425.005,4.666666666666667,0.6666666666666666,303.2,-293.7342105263157,20.7,2019-12-09 09:17:03.851,,,0.125,,,,,i.O.,n.i.O.,i.O.,16,60
60,60,3.5,3.5,-4.916666666666665,-148.876,-74.26409090909084,172.83974358974356,0.5238095238095238,635.5,1.4,0.5,,0.5714285714285714,0.3768421052631579,3073.5,439.245,3.0,0.6,148.66666666666666,-293.7413157894736,19.0,2019-12-09 09:17:11.596,,27.815,0.15,23.83,,,,i.O.,n.i.O.,i.O.,16,61
61,61,3.5,3.6666666666666665,-9.02344117647059,85.2655,226.29655555555559,196.92564102564097,0.5,635.4333333333333,0.3333333333333333,0.5,,0.4444444444444444,0.5626315789473684,4135.5,453.025,2.5,0.7777777777777778,291.4166666666667,-293.75131578947367,21.6,2019-12-09 09:17:19.395,73.67,27.812857142857148,0.15714285714285714,,,,,i.O.,n.i.O.,i.O.,16,62
62,62,3.5,3.333333333333333,-3.83505,662.2726666666667,336.00161538461543,170.51999999999995,0.5,635.4736842105264,1.4,0.0,,0.5,0.30999999999999994,-855.3333333333335,466.1166666666666,11.0,1.7,1.75,-293.74526315789467,21.923076923076927,2019-12-09 09:17:27.196,,27.815,0.13333333333333333,23.85,,1440.0,-322.04,i.O.,n.i.O.,i.O.,16,63
63,63,3.333333333333333,3.5,-6.5741999999999985,-1113.4123333333334,644.7585000000001,191.70475000000005,0.4615384615384616,635.5,1.0,1.1666666666666667,0.05,0.5,0.3868421052631579,-6155.333333333332,356.91333333333336,15.4,0.7777777777777778,-137.9,-293.2854054054054,16.875,2019-12-09 09:17:35.258,,,0.05,23.827777777777772,90.42399999999999,1535.5,-308.78,i.O.,n.i.O.,i.O.,16,64
64,64,4.0,,-0.4916666666666691,37.219,797.0113333333335,164.14410256410255,0.5172413793103449,635.5,0.3333333333333333,0.75,,0.5,0.595625,1440.0,365.65,2.4545454545454546,0.7,-72.33333333333333,-293.66263157894724,16.307692307692307,2019-12-09 09:17:43.230,,,0.15,23.83181818181818,,,,i.O.,n.i.O.,i.O.,16,65
65,65,,,-11.901551724137931,0.0,672.6725555555556,188.23153846153846,0.4444444444444444,635.5,1.3333333333333333,1.1666666666666667,,0.5555555555555556,0.3947368421052632,360.0,380.37,1.4,0.7,-33.75,-293.7121052631578,13.785714285714285,2019-12-09 09:17:51.005,,27.78,0.05,23.83,,,,i.O.,n.i.O.,i.O.,16,66
66,66,,,-1.9666923076923104,,236.4923,175.3917948717949,0.5,635.4166666666666,0.5,0.8,,0.5,0.40421052631578935,0.0,395.33,0.8,0.5,-73.47826086956522,-293.7065789473683,14.166666666666664,2019-12-09 09:17:58.804,73.66,27.78,0.15000000000000002,23.827142857142853,,,,i.O.,n.i.O.,i.O.,16,67
67,67,,,-12.202121212121213,-11.504000000000001,-143.78072727272732,194.1679487179487,0.5,635.4814814814815,1.2,0.5,,0.42857142857142855,0.3683333333333334,7.0,410.33,4.0,0.6666666666666666,39.5,-293.70999999999987,14.333333333333336,2019-12-09 09:18:06.606,,27.78,0.15714285714285714,23.832222222222217,,,,i.O.,n.i.O.,i.O.,16,68
68,68,,,-4.916666666666664,-113.0105,-385.2428888888888,183.46666666666667,0.5172413793103449,635.5,1.0,0.3333333333333333,,0.5555555555555556,0.39,373.5,425.29,4.333333333333333,0.6666666666666666,184.9,-293.71947368421036,14.105263157894735,2019-12-09 09:18:14.397,,27.773333333333333,0.1444444444444445,23.83,,,,i.O.,n.i.O.,i.O.,16,69
69,69,,,-10.57913793103448,-261.21,-276.5915,179.85641025641024,0.5,635.5714285714286,1.0,0.5,,0.42857142857142855,0.4878947368421052,1460.0,440.005,6.75,0.6666666666666666,227.0,-293.7315789473684,19.166666666666668,2019-12-09 09:18:22.213,,27.78,0.15555555555555556,23.83,,,,i.O.,n.i.O.,i.O.,16,70
